Nd0,Nd1,Nd,Np0,Np1,Np,Ns0,Ns1,Ns,Out_e0,Out_e1,Out_e,ψ0,ψ1,ψ,First_IE0,First_IE1,First_IE,CN,L_bond,R0,R1,R,ΔGH
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,1.66,3.04,2.484764,6.766,14.534,11.264211,1.666666667,1.655733,1.39,0.71,0.888199,-0.131935805
4.0,0.0,0.0,6.0,3.0,3.958524,2.0,2.0,2.0,6.0,5.0,5.378269,1.66,3.04,2.386533,6.766,14.534,10.704438,2.142857143,1.771744,1.39,0.71,0.928883,-0.887442685
0.0,7.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,9.0,7.862224,3.44,2.2,2.553493,13.618,9.1,10.408753,2.0,0.976504,0.66,1.41,1.094781,-1.208052569
0.0,6.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,8.0,7.268482,3.44,2.2,2.553493,13.618,7.37,9.043768,2.0,0.974121,0.66,1.46,1.120512,-1.044066082
0.0,4.0,0.0,3.0,6.0,5.223303,2.0,2.0,2.0,5.0,6.0,5.785155,3.04,1.66,1.873532,14.534,6.766,7.883928,1.666666667,1.03263,0.71,1.39,1.215244,0.041979105
4.0,0.0,0.0,6.0,3.0,3.958524,2.0,2.0,2.0,6.0,5.0,5.378269,1.66,3.04,2.386533,6.766,14.534,10.704438,2.0,1.788806,1.39,0.71,0.928883,-0.779895265
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,1.66,3.04,2.484764,6.766,14.534,11.264211,2.857142857,1.742407,1.39,0.71,0.888199,-0.878837495
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,1.66,3.04,2.484764,6.766,14.534,11.264211,1.666666667,1.675042,1.39,0.71,0.888199,-0.623997545
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,1.66,3.04,2.484764,6.766,14.534,11.264211,2.857142857,1.750866,1.39,0.71,0.888199,-0.939904165
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,1.66,3.04,2.484764,6.766,14.534,11.264211,1.666666667,1.651234,1.39,0.71,0.888199,0.099479815
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,1.66,3.04,2.484764,6.766,14.534,11.264211,2.857142857,1.804753,1.39,0.71,0.888199,-0.071490395
0.0,0.0,0.0,4.0,5.421612,5.101698,2.0,2.0,2.0,6.0,4.426728,4.704316,3.44,1.882696,2.123909,13.618,8.10712,8.993235,3.333333333,0.978343,0.66,1.28226,1.122767,0.548959489
4.0,0.0,0.0,6.0,3.0,3.958524,2.0,2.0,2.0,6.0,5.0,5.378269,1.66,3.04,2.386533,6.766,14.534,10.704438,2.142857143,1.773139,1.39,0.71,0.928883,-0.906750485
0.0,0.0,0.0,4.0,5.421612,5.101698,2.0,2.0,2.0,6.0,8.132418,7.652547,3.44,2.526916,2.687722,13.618,8.671265,9.49049,3.333333333,0.981425,0.66,1.172471,1.045179,-0.682885695
0.0,7.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,9.0,7.862224,3.44,2.28,2.615026,13.618,7.46,9.117246,2.0,0.976498,0.66,1.42,1.099952,-1.792276448
0.0,0.0,0.0,4.0,5.421612,5.101698,2.0,2.0,2.0,6.0,8.132418,7.652547,3.44,2.460122,2.630734,13.618,10.064898,10.692276,3.333333333,0.98266,0.66,1.166273,1.040756,0.0909197
4.0,0.0,0.0,6.0,3.0,3.657041,2.0,2.0,2.0,6.0,5.0,5.267363,1.66,3.04,2.557395,6.766,14.534,11.681882,3.25,1.759976,1.39,0.71,0.860235,-0.662628605
0.0,3.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,5.0,5.313293,3.44,1.5,1.978094,13.618,7.89,9.464313,2.0,0.974287,0.66,1.7,1.240168,0.750773746
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,1.66,3.04,2.484764,6.766,14.534,11.264211,1.666666667,1.653789,1.39,0.71,0.888199,-0.145863935
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,1.66,3.04,2.484764,6.766,14.534,11.264211,1.666666667,1.654404,1.39,0.71,0.888199,-0.156076645
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,3.0,1.931762,1.54,0.71,0.861636,-0.863261725
4.0,0.0,0.0,6.0,3.0,3.657041,2.0,2.0,2.0,6.0,5.0,5.267363,2.16,3.04,2.757198,7.099,14.534,11.843343,2.2,1.865916,1.54,0.71,0.885795,-1.184474055
0.0,6.0,0.0,4.0,6.0,5.421612,2.0,2.0,2.0,6.0,8.0,7.444839,3.44,2.2,2.460122,13.618,7.37,8.592686,3.0,0.997228,0.66,1.46,1.197156,-0.131256361
0.0,1.0,0.0,4.0,6.0,5.421612,2.0,2.0,2.0,6.0,3.0,3.567621,3.44,1.22,1.580919,13.618,6.38,7.711588,1.0,0.977739,0.66,1.9,1.45865,0.972487282
0.0,7.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,9.0,7.862224,3.44,2.2,2.553493,13.618,9.1,10.408753,1.0,0.981261,0.66,1.41,1.094781,-0.706735249
0.0,7.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,9.0,7.862224,3.44,2.2,2.553493,13.618,9.1,10.408753,1.333333333,0.980817,0.66,1.41,1.094781,-0.80632232
0.0,9.0,0.0,4.0,6.0,5.421612,2.0,1.0,1.189207,6.0,11.0,9.453276,3.44,2.54,2.74009,13.618,9.225,10.168412,2.666666667,0.976742,0.66,1.36,1.135116,-1.168261836
0.0,1.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,3.0,3.779763,3.44,1.36,1.853014,13.618,8.54,9.977223,1.0,0.974901,0.66,1.7,1.240168,0.651168512
0.0,2.0,0.0,4.0,6.0,4.898979,2.0,2.0,2.0,6.0,4.0,4.898979,3.44,1.54,2.301652,13.618,6.82,9.637155,1.0,0.965532,0.66,1.6,1.027619,-0.31374795
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,2.16,3.04,2.712691,7.099,14.534,11.446055,2.2,1.966808,1.54,0.71,0.919064,-0.638699165
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,2.333333333,1.759184,1.54,0.71,0.861636,-0.240573835
9.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,11.0,11.0,11.0,1.93,1.93,1.93,7.576,7.576,7.576,5.833333333,1.690649,1.45,1.45,1.45,0.768584958
9.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,11.0,11.0,11.0,1.93,1.93,1.93,7.576,7.576,7.576,7.333333333,1.859361,1.45,1.45,1.45,0.548496011
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,2.5,1.775166,1.54,0.71,0.861636,-0.145097735
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,2.16,3.04,2.712691,7.099,14.534,11.446055,2.2,1.965161,1.54,0.71,0.919064,-0.638888485
0.0,0.0,0.0,4.0,2.0,2.519842,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.9,2.315733,13.618,8.151,9.671898,1.666666667,0.991228,0.66,1.11,0.93339,-1.940249375
0.0,0.0,0.0,4.0,1.0,1.587401,2.0,2.0,2.0,6.0,3.0,3.779763,3.44,1.61,2.073656,13.618,5.986,7.872795,1.666666667,0.983579,0.66,1.21,0.98864,-1.928213779
4.0,0.0,0.0,6.0,3.0,3.693433,2.0,2.0,2.0,6.0,5.0,5.2811,2.16,3.04,2.74377,7.099,14.534,11.72273,3.1,2.085784,1.54,0.71,0.895647,-1.264215435
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,2.5,1.761228,1.54,0.71,0.861636,-0.273713445
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,2.16,3.04,2.712691,7.099,14.534,11.446055,2.2,1.965163,1.54,0.71,0.919064,-0.638888475
0.0,10.0,0.0,4.0,3.0,3.464102,2.0,2.0,2.0,6.0,5.0,5.477226,3.44,2.18,2.738467,13.618,9.81,11.558226,0.5,0.979193,0.66,1.19,0.886228,-1.377057923
9.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,11.0,11.0,11.0,1.93,1.93,1.93,7.576,7.576,7.576,5.388888889,1.840196,1.45,1.45,1.45,0.363186479
4.0,0.0,0.0,6.0,3.0,3.693433,2.0,2.0,2.0,6.0,5.0,5.2811,2.16,3.04,2.74377,7.099,14.534,11.72273,3.1,2.087423,1.54,0.71,0.895647,-1.263264005
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,2.5,1.7647,1.54,0.71,0.861636,-0.273680925
0.0,0.0,0.0,4.0,1.0,1.587401,2.0,2.0,2.0,6.0,3.0,3.779763,3.44,1.61,2.073656,13.618,5.986,7.872795,1.666666667,0.986862,0.66,1.21,0.98864,-1.823311509
4.0,0.0,0.0,6.0,3.0,3.693433,2.0,2.0,2.0,6.0,5.0,5.2811,2.16,3.04,2.74377,7.099,14.534,11.72273,3.1,2.087275,1.54,0.71,0.895647,-1.264132845
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,2.5,1.775171,1.54,0.71,0.861636,-0.145097735
4.0,0.0,0.0,6.0,3.0,3.693433,2.0,2.0,2.0,6.0,5.0,5.2811,2.16,3.04,2.74377,7.099,14.534,11.72273,3.1,2.084213,1.54,0.71,0.895647,-1.264240825
9.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,11.0,11.0,11.0,1.93,1.93,1.93,7.576,7.576,7.576,5.333333333,1.845778,1.45,1.45,1.45,0.395049922
0.0,3.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,5.0,5.313293,3.44,1.5,1.978094,13.618,7.89,9.464313,1.666666667,0.989787,0.66,1.7,1.240168,1.238389862
0.0,2.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.54,2.013106,13.618,6.82,8.588039,1.666666667,0.984404,0.66,1.6,1.191044,-0.109779503
0.0,7.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,9.0,7.862224,3.44,1.91,2.323852,13.618,7.16,8.871147,1.666666667,0.986928,0.66,1.26,1.015691,-1.443179956
0.0,10.0,0.0,4.0,3.0,3.301927,2.0,2.0,2.0,6.0,5.0,5.313293,3.44,2.05,2.436064,13.618,8.641,10.055734,1.666666667,0.994683,0.66,1.39,1.084404,-1.241927274
0.0,2.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.3,1.798105,13.618,6.65,8.444726,1.666666667,0.987002,0.66,1.75,1.264368,1.044982697
0.0,2.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.3,1.798105,13.618,6.65,8.444726,1.666666667,0.987171,0.66,1.75,1.264368,1.271196996
0.0,0.0,0.0,4.0,5.241483,5.042937,2.0,2.0,2.0,6.0,4.481405,4.672179,3.44,1.783805,1.959259,13.618,8.4307,9.028459,4.75,0.985268,0.66,1.324304,1.198896,1.579664644
0.0,0.0,0.0,4.0,2.0,2.828427,2.0,2.0,2.0,6.0,4.0,4.898979,3.44,1.9,2.55656,13.618,8.151,10.535669,0.833333333,0.982921,0.66,1.11,0.855921,0.865331296
0.0,5.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,7.0,6.6494,3.44,1.9,2.315733,13.618,7.88,9.456315,1.666666667,0.979159,0.66,1.51,1.145951,0.456898067
0.0,2.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.33,1.825663,13.618,6.84,8.604821,1.25,0.986175,0.66,1.75,1.264368,0.882906994
0.0,7.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,9.0,7.862224,3.44,2.28,2.615026,13.618,7.46,9.117246,1.25,0.986869,0.66,1.42,1.099952,-1.652759595
0.0,3.659306,0.0,4.0,6.0,5.421612,2.0,2.0,2.0,6.0,6.240251,6.179301,3.44,1.851015,2.16121,13.618,7.081079,8.338788,2.0,0.981611,0.66,1.564744,1.26101,-0.92194227
0.0,6.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,8.0,7.268482,3.44,2.2,2.553493,13.618,8.7,10.101455,1.666666667,0.984174,0.66,1.44,1.110256,-0.271287577
0.0,0.0,0.0,4.0,2.0,2.519842,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.9,2.315733,13.618,8.151,9.671898,1.666666667,0.987436,0.66,1.11,0.93339,-0.171886156
0.0,10.0,0.0,4.0,2.0,2.519842,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.96,2.364233,13.618,7.344,9.022486,1.666666667,0.990697,0.66,1.39,1.084404,-1.436581808
0.0,7.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,9.0,7.862224,3.44,2.28,2.615026,13.618,7.46,9.117246,1.666666667,0.982983,0.66,1.42,1.099952,-1.458430441
0.0,6.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,8.0,7.268482,3.44,2.2,2.553493,13.618,7.37,9.043768,1.666666667,0.98157,0.66,1.46,1.120512,-0.519098531
0.0,2.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.54,2.013106,13.618,6.82,8.588039,1.666666667,0.984335,0.66,1.6,1.191044,-0.868804558
0.0,2.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.33,1.825663,13.618,6.84,8.604821,1.666666667,0.987096,0.66,1.75,1.264368,1.036770165
0.0,2.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.54,2.013106,13.618,6.82,8.588039,1.666666667,0.985824,0.66,1.6,1.191044,-0.183031667
0.0,7.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,9.0,7.862224,3.44,2.2,2.553493,13.618,9.1,10.408753,1.333333333,0.983476,0.66,1.41,1.094781,-0.958281918
0.0,3.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,5.0,5.313293,3.44,1.5,1.978094,13.618,7.89,9.464313,1.666666667,0.989993,0.66,1.7,1.240168,1.286952116
0.0,6.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,8.0,7.268482,3.44,2.2,2.553493,13.618,7.37,9.043768,1.666666667,0.988118,0.66,1.46,1.120512,-1.541554623
0.0,6.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,8.0,7.268482,3.44,2.2,2.553493,13.618,8.7,10.101455,1.333333333,0.982377,0.66,1.44,1.110256,0.220114254
0.0,0.0,0.0,4.0,1.0,1.587401,2.0,2.0,2.0,6.0,3.0,3.779763,3.44,2.04,2.428136,13.618,8.298,9.787837,1.0,0.989283,0.66,0.84,0.775117,0.599301503
0.0,5.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,7.0,6.6494,3.44,1.9,2.315733,13.618,7.88,9.456315,1.666666667,0.97917,0.66,1.51,1.145951,0.453935631
6.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,8.0,5.0,5.848035,1.83,3.04,2.566844,7.87,14.534,11.846271,1.0,1.50142,1.32,0.71,0.873032,0.938289715
0.0,6.0,0.0,3.0,6.0,5.045378,2.0,2.0,2.0,5.0,8.0,7.113118,3.04,1.83,2.077575,14.534,7.87,9.174393,1.0,1.023839,0.71,1.32,1.130434,-0.761129245
0.0,10.0,0.0,4.0,2.0,2.519842,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,2.01,2.404272,13.618,7.899,9.471509,1.666666667,0.997016,0.66,1.2,0.983186,-1.132267365
0.0,6.0,0.0,3.0,6.0,5.045378,2.0,2.0,2.0,5.0,8.0,7.113118,3.04,1.83,2.077575,14.534,7.87,9.174393,1.0,1.023755,0.71,1.32,1.130434,-0.762010275
6.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,8.0,5.0,5.848035,1.83,3.04,2.566844,7.87,14.534,11.846271,3.0,1.67237,1.32,0.71,0.873032,-0.555452665
6.0,0.0,0.0,6.0,3.0,4.037701,2.0,2.0,2.0,8.0,5.0,6.115754,1.83,3.04,2.44572,7.87,14.534,11.174015,2.5,1.756816,1.32,0.71,0.926146,0.089105065
0.0,6.0,0.0,3.0,6.0,5.045378,2.0,2.0,2.0,5.0,8.0,7.113118,3.04,1.83,2.077575,14.534,7.87,9.174393,1.0,1.024844,0.71,1.32,1.130434,-0.762907225
3.0,0.0,0.0,6.0,3.0,3.446095,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.639472,7.89,14.534,12.862445,4.0,1.928621,1.7,0.71,0.845467,-0.774067175
0.0,9.0,0.0,4.0,6.0,5.241483,2.0,1.0,1.259921,6.0,11.0,8.987637,3.44,1.9,2.315733,13.618,7.726,9.332706,1.666666667,0.986349,0.66,1.32,1.047685,-1.875871319
0.0,2.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.33,1.825663,13.618,6.84,8.604821,1.666666667,0.98563,0.66,1.75,1.264368,0.892431251
6.0,0.0,0.0,6.0,3.0,3.890519,2.0,2.0,2.0,8.0,5.0,5.963689,1.83,3.04,2.513131,7.87,14.534,11.547321,4.0,1.790892,1.32,0.71,0.895884,-0.668713655
0.0,6.0,0.0,3.0,6.0,5.045378,2.0,2.0,2.0,5.0,8.0,7.113118,3.04,1.83,2.077575,14.534,7.87,9.174393,1.0,1.023364,0.71,1.32,1.130434,-0.761622485
6.0,0.0,0.0,6.0,3.0,4.242641,2.0,2.0,2.0,8.0,5.0,6.324555,1.83,3.04,2.358644,7.87,14.534,10.694979,2.0,1.755344,1.32,0.71,0.968091,-0.638870435
6.0,0.0,0.0,6.0,3.0,4.242641,2.0,2.0,2.0,8.0,5.0,6.324555,1.83,3.04,2.358644,7.87,14.534,10.694979,2.0,1.703699,1.32,0.71,0.968091,-0.615739135
6.0,0.0,0.0,6.0,3.0,4.242641,2.0,2.0,2.0,8.0,5.0,6.324555,1.83,3.04,2.358644,7.87,14.534,10.694979,1.833333333,1.746924,1.32,0.71,0.968091,-0.771995195
0.0,8.0,0.0,4.0,6.0,5.241483,2.0,1.0,1.259921,6.0,10.0,8.434327,3.44,2.28,2.615026,13.618,9.0,10.332358,1.333333333,0.985045,0.66,1.36,1.068745,-1.853358592
0.0,10.0,0.0,4.0,2.0,2.519842,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,2.01,2.404272,13.618,7.899,9.471509,1.666666667,0.990167,0.66,1.2,0.983186,-1.591686975
3.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.547874,7.89,14.534,12.475505,3.6,1.934377,1.7,0.71,0.883194,-1.204036235
6.0,0.0,0.0,6.0,3.0,4.242641,2.0,2.0,2.0,8.0,5.0,6.324555,1.83,3.04,2.358644,7.87,14.534,10.694979,2.0,1.703704,1.32,0.71,0.968091,-0.615739135
6.0,0.0,0.0,6.0,3.0,4.242641,2.0,2.0,2.0,8.0,5.0,6.324555,1.83,3.04,2.358644,7.87,14.534,10.694979,2.0,1.720648,1.32,0.71,0.968091,-0.379932085
6.0,0.0,0.0,6.0,3.0,4.242641,2.0,2.0,2.0,8.0,5.0,6.324555,1.83,3.04,2.358644,7.87,14.534,10.694979,2.0,1.711198,1.32,0.71,0.968091,-0.673412495
6.0,0.0,0.0,6.0,3.0,4.242641,2.0,2.0,2.0,8.0,5.0,6.324555,1.83,3.04,2.358644,7.87,14.534,10.694979,2.0,1.705026,1.32,0.71,0.968091,-0.620127955
6.0,0.0,0.0,6.0,3.0,4.762203,2.0,2.0,2.0,8.0,5.0,6.839904,1.83,3.04,2.167331,7.87,14.534,9.655576,1.0,1.737234,1.32,0.71,1.0735,-0.127661795
6.0,0.0,0.0,6.0,3.0,4.242641,2.0,2.0,2.0,8.0,5.0,6.324555,1.83,3.04,2.358644,7.87,14.534,10.694979,2.0,1.720648,1.32,0.71,0.968091,-0.379932095
6.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,8.0,5.0,5.848035,1.83,3.04,2.566844,7.87,14.534,11.846271,2.0,1.54222,1.32,0.71,0.873032,-0.231509625
6.0,0.0,0.0,6.0,3.0,4.242641,2.0,2.0,2.0,8.0,5.0,6.324555,1.83,3.04,2.358644,7.87,14.534,10.694979,1.833333333,1.746918,1.32,0.71,0.968091,-0.771995195
3.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.547874,7.89,14.534,12.475505,3.6,1.929566,1.7,0.71,0.883194,-1.203872055
0.0,0.0,0.0,4.0,6.0,5.532647,2.0,2.0,2.0,6.0,2.0,2.491462,3.44,0.943398,1.22199,13.618,5.644551,6.731722,2.666666667,0.978949,0.66,1.945251,1.567073,-1.20429488
3.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.547874,7.89,14.534,12.475505,3.6,1.928384,1.7,0.71,0.883194,-1.170141865
3.0,0.0,0.0,6.0,3.0,3.446095,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.639472,7.89,14.534,12.862445,3.333333333,1.840589,1.7,0.71,0.845467,-0.514521085
3.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.547874,7.89,14.534,12.475505,3.0,1.960895,1.7,0.71,0.883194,-1.506822175
3.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.547874,7.89,14.534,12.475505,3.0,1.959304,1.7,0.71,0.883194,-1.505933065
3.0,0.0,0.0,6.0,3.0,3.446095,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.639472,7.89,14.534,12.862445,3.333333333,1.84081,1.7,0.71,0.845467,-0.516029125
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,2.5,1.766696,1.54,0.71,0.861636,-0.273809475
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,2.5,1.766696,1.54,0.71,0.861636,-0.273809465
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,2.333333333,1.759184,1.54,0.71,0.861636,-0.240573845
3.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.547874,7.89,14.534,12.475505,3.0,1.959423,1.7,0.71,0.883194,-1.501821325
4.0,0.0,0.0,6.0,3.0,3.693433,2.0,2.0,2.0,6.0,5.0,5.2811,2.16,3.04,2.74377,7.099,14.534,11.72273,3.1,2.088174,1.54,0.71,0.895647,-1.264678495
0.0,8.0,0.0,4.0,6.0,5.241483,2.0,1.0,1.259921,6.0,10.0,8.434327,3.44,2.28,2.615026,13.618,9.0,10.332358,1.666666667,0.982878,0.66,1.36,1.068745,-1.070899365
0.0,7.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,9.0,7.862224,3.44,2.28,2.615026,13.618,7.46,9.117246,1.666666667,0.982275,0.66,1.42,1.099952,-0.921392396
4.0,0.0,0.0,6.0,3.0,3.779763,2.0,2.0,2.0,6.0,5.0,5.313293,2.16,3.04,2.712691,7.099,14.534,11.446055,2.2,1.965018,1.54,0.71,0.919064,-0.636079235
0.0,6.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,8.0,7.268482,3.44,2.2,2.553493,13.618,8.7,10.101455,1.666666667,0.98287,0.66,1.44,1.110256,-0.241494376
4.0,0.0,0.0,6.0,3.0,3.693433,2.0,2.0,2.0,6.0,5.0,5.2811,2.16,3.04,2.74377,7.099,14.534,11.72273,3.1,2.089203,1.54,0.71,0.895647,-1.264284265
3.0,0.0,0.0,6.0,3.0,3.446095,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.639472,7.89,14.534,12.862445,3.333333333,1.840213,1.7,0.71,0.845467,-0.512398335
3.0,0.0,0.0,6.0,3.0,3.446095,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.639472,7.89,14.534,12.862445,3.333333333,1.840697,1.7,0.71,0.845467,-0.515411825
0.0,10.0,0.0,4.0,2.0,2.519842,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.96,2.364233,13.618,7.344,9.022486,1.666666667,0.992835,0.66,1.39,1.084404,-1.493514284
0.0,8.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,10.0,8.434327,3.44,2.2,2.553493,13.618,8.34,9.820836,1.666666667,0.983158,0.66,1.39,1.084404,-1.602147031
3.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.547874,7.89,14.534,12.475505,3.6,1.928824,1.7,0.71,0.883194,-1.172347225
0.0,2.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,4.0,4.578857,3.44,1.54,2.013106,13.618,6.82,8.588039,1.666666667,0.983127,0.66,1.6,1.191044,1.5587446
3.0,0.0,0.0,6.0,3.0,3.446095,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.639472,7.89,14.534,12.862445,3.333333333,1.841917,1.7,0.71,0.845467,-0.518830545
0.0,3.0,0.0,3.0,6.0,5.223303,2.0,2.0,2.0,5.0,5.0,5.0,3.04,1.5,1.727618,14.534,7.89,8.915355,3.333333333,1.037712,0.71,1.7,1.427614,-0.006503755
3.0,0.0,0.0,6.0,3.0,3.446095,2.0,2.0,2.0,5.0,5.0,5.0,1.5,3.04,2.639472,7.89,14.534,12.862445,3.333333333,1.858043,1.7,0.71,0.845467,-0.678575875
0.0,3.0,0.0,4.0,6.0,5.241483,2.0,2.0,2.0,6.0,5.0,5.313293,3.44,1.5,1.978094,13.618,7.89,9.464313,1.666666667,0.988182,0.66,1.7,1.240168,1.922032713
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,3.0,1.933523,1.54,0.71,0.861636,-0.863094475
4.0,0.0,0.0,6.0,3.0,3.567621,2.0,2.0,2.0,6.0,5.0,5.233176,2.16,3.04,2.791056,7.099,14.534,12.150332,3.0,1.933518,1.54,0.71,0.861636,-0.863094475
0.0,0.0,0.0,3.779763,4.54715,4.357269,2.0,2.0,2.0,5.313293,5.578003,5.515769,2.712691,2.476405,2.529037,11.446055,9.455236,9.881489,5.2,1.829123,0.919064,1.129837,1.077265,1.350985085
